Sentence,Label,Portal,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"A variation of the law has been implemented in other small countries, such as Norway, Iceland, and, most recently, Northern Ireland .",anecdote,aljazeera,,,,,,,,,,,,,,,
Supporters of this approach claim that only this particular law will reduce human trafficking as well as prostitution .,assumption,aljazeera,,,,,,,,,,,,,,,
"However ,  the Swedish approach comes with many flaws and open questions .",assumption,aljazeera,,,,,,,,,,,,,,,
"Because its goal is a society without sex workers , the law does not intend to provide any guidance on the laws we need in a society with sex workers .",assumption,aljazeera,,,,,,,,,,,,,,,
"Norway is considering repealing the law , as the evaluation of the law has not been able to prove its success .",assumption,aljazeera,,,,,,,,,,,,,,,
"While the EUROSTAT report on human trafficking does not point to a decrease in human trafficking in Sweden , sex workers' working conditions have worsened .",statistics,aljazeera,,,,,,,,,,,,,,,
"In fact ,  the ""Swedish Approach"" criminalises any attempt to create safe working environments for sex workers , as anyone renting indoor space to sex workers can be charged with ""pimping"" .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Ironically, this provision has not reduced pimping, but induced many landlords to put sex workers on the streets in order to avoid a fine for ""pimping"" , as the so-called ""Operation homeless"" has shown in Norway .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Furthermore ,  Sweden does not allow immigration for the purposes of prostitution and has been deporting migrant sex workers , who are still seen a problem of public order and security .",anecdote,aljazeera,,,,,,,,,,,,,,,
It wasn't until 2011 that a Swedish Court ruled that deporting citizens of the European Union selling sex in Sweden was illegal .,anecdote,aljazeera,,,,,,,,,,,,,,,
"Last but not least, even Sweden and Norway tax income from sex work, while refusing to recognise it as labour .",anecdote,aljazeera,,,,,,,,,,,,,,,
"As empirical studies on the implementation of the ""Swedish approach"" show, its weaknesses in guaranteeing sex workers' human rights , policy-makers also have become sceptical .",assumption,aljazeera,,,,,,,,,,,,,,,
A Special Committee of French Senate excluded the provision criminalising clients from the proposed new prostitution law in summer 2014 - based on the recommendations of the National Consultative Commission on Human Rights .,anecdote,aljazeera,,,,,,,,,,,,,,,
"So far, it is unclear whether France will go forward with the law at all .",assumption,aljazeera,,,,,,,,,,,,,,,
"Britain has also excluded the provision criminalising the purchase of sex from its ""Modern Slavery Bill"" , which has itself been criticised by NGOs for not doing justice to victims of human trafficking .",anecdote,aljazeera,,,,,,,,,,,,,,,
Germany is also working to reform its prostitution law .,assumption,aljazeera,,,,,,,,,,,,,,,
"The Global Network of Sex Work Projects advocates ""decriminalisation"" of sex work .",common-ground,aljazeera,,,,,,,,,,,,,,,
"So far , only New Zealand has chosen ""decriminalisation"" as sex work policy , but maybe India will be next .",anecdote,aljazeera,,,,,,,,,,,,,,,
"India's chair of the National Commission of Women, Lalitha Kumaramangalam, recently stated that the ""Immoral Traffic Prevention Act"" should be revised in order to create ""conditions conductive for sex workers to live with dignity"" .",testimony,aljazeera,,,,,,,,,,,,,,,
"In fact ,  the existing law casts sex workers simultaneously as dangerous to society and as victims to be forcefully protected from their own choices .",assumption,aljazeera,,,,,,,,,,,,,,,
"Either way, they are not recognised as equal citizens, workers, and members of a social and political community with human rights .",assumption,aljazeera,,,,,,,,,,,,,,,
"By decriminalising sex work , India would set an example for other countries, too .",assumption,aljazeera,,,,,,,,,,,,,,,
"As a law practitioner recently pointed out that ""the position of defining prostitution itself as inherently exploitative and a form of violence against women does not allow people in prostitution to access their right to earn a livelihood through sex work.""  It is time for democracies to include sex workers in policy-making processes and take them seriously - not just because democratic values mandate it , but because sex workers are the experts on the matter .",testimony,aljazeera,,,,,,,,,,,,,,,
"As a law practitioner recently pointed out that ""the position of defining prostitution itself as inherently exploitative and a form of violence against women does not allow people in prostitution to access their right to earn a livelihood through sex work.""  It is time for democracies to include sex workers in policy-making processes and take them seriously - not just because democratic values mandate it , but because sex workers are the experts on the matter .",assumption,aljazeera,,,,,,,,,,,,,,,
"Earlier Star Wars movies are noted for dramatic Middle East locations , but they contained some rather unpleasant regional cliches .",assumption,aljazeera,,,,,,,,,,,,,,,
"With Abu Dhabi locations taking centre stage in the latest trailer, can we expect fairer treatment for the region?  Unless you were stuck out in the far reaches of the solar system , you'll have noticed that the biggest cinema event of 2014 was released over the Thanksgiving weekend .",assumption,aljazeera,,,,,,,,,,,,,,,
What's surprising is that it was just one and a half minutes long .,assumption,aljazeera,,,,,,,,,,,,,,,
The buzz on the internet surrounding the new Star Wars trailer is showing that the franchise is assuredly a force to outmatch cat videos or even Kim Kardashian .,assumption,aljazeera,,,,,,,,,,,,,,,
It's almost four decades since George Lucas redefined blockbuster cinema with the original Star Wars - and despite his own attempts to undermine his legacy with a trio of poorly conceived prequels - the juggernaut shows no sign of slowing down .,assumption,aljazeera,,,,,,,,,,,,,,,
"Revitalised under the helm of JJ Abrams (Lost, the Star Trek reboots) and in the hands of Disney , the new movie is building its hype very early indeed .",assumption,aljazeera,,,,,,,,,,,,,,,
The teaser trailer hit our screens a full year before the movie itself is scheduled to be released .,anecdote,aljazeera,,,,,,,,,,,,,,,
"This triggered everything from frame by frame breakdowns by respectable newspapers, to a deluge of parodies (the Lego version is a favourite ; while the George Lucas version will appeal to geeks) .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Even the Middle East's favourite home-grown parody site, the Pan Arabia Enquirer, got in the action , deftly skewering the Facebook updates and tweets from UAE residents adamant that the sand dunes of Abu Dhabi commanded the starring role in the new teaser .",anecdote,aljazeera,,,,,,,,,,,,,,,
So heaven knows what they'd make of an entire column on the subject .,assumption,aljazeera,,,,,,,,,,,,,,,
"Because the thing is , the franchise has always had a long, if not entirely comfortable, relationship with the Middle East .",assumption,aljazeera,,,,,,,,,,,,,,,
"In the first movie, scenes taking place on the desert world, Tatooine, were famously shot in Tunisia ; the fictional planet is even named after the Tunisian city of Tatouine as homage .",anecdote,aljazeera,,,,,,,,,,,,,,,
"By all accounts, the shoot there was difficult, with unseasonal rainstorms slowing production and sandstorms blitzing the complicated props .",anecdote,aljazeera,,,,,,,,,,,,,,,
Still that didn't stop the director from returning in 1997 to film scenes from the first prequel there ; the props and sets left behind from both shoots remain a tourist draw to this day .,anecdote,aljazeera,,,,,,,,,,,,,,,
"Not much better were the scavenging, hustling Jawas , piloting a giant slave ship for robots around the dunes; or the Mos Eisley Cantina, a bar drawn straight from the malaria-fevered imaginations of an old colonial soak returned from some mythical Kasbah in the mystical Orient .",assumption,aljazeera,,,,,,,,,,,,,,,
"Far more troubling, though, was the repulsive Watto from the disappointing prequel, ""The Phantom Menace"" .",assumption,aljazeera,,,,,,,,,,,,,,,
"A slave-owning, money-obsessed trader, Watto has the singular honour of being roundly criticised as both an anti-Arab and an anti-Jewish stereotype .",assumption,aljazeera,,,,,,,,,,,,,,,
"Patricia J Williams , writing in the The Nation said simply that the character was ""more comprehensively anti-Semitic - both anti- Arab and anti-Jew"" .",testimony,aljazeera,,,,,,,,,,,,,,,
"So, should there be mixed feelings in this part of the world that the trailer opens with a shot of the Empty Quarter, and continues with a very opening-of- Lawrence of Arabia shot of a young woman on a speeder bike?  Actually, no .",assumption,aljazeera,,,,,,,,,,,,,,,
"Abu Dhabi can be confident that , even if Watto returns , commanding an entire army of Sand People against our noble heroes , (just wait for Lucas' extended version for that scene) the experience will still be net positive in terms of bringing in visitors and establishing itself further as a major film destination .",assumption,aljazeera,,,,,,,,,,,,,,,
Dangerous stereotypes .,no-unit,aljazeera,,,,,,,,,,,,,,,
"Besides ,  narratives are outside the control of a host country , even when they choose not to host .",assumption,aljazeera,,,,,,,,,,,,,,,
"The emirate washed its hands of one Hollywood venture, and still managed to get tarred with a very unpleasant brush .",assumption,aljazeera,,,,,,,,,,,,,,,
"Abu Dhabi very sensibly blocked the filming of the woeful ""Sex in the City 2"" on its territory , forcing the film-makers to use Morocco instead , while still setting the action in ""Abu Dhabi"" and thus indelibly linking the emirate to an abysmal film memorably panned by the BBC's Mark Kermode as ""consumerist pornography"" and ""an orgy of dripping wealth that made me want to be sick"" .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Of course , there will always be the argument that Star Wars is simply entertainment , and it doesn't do any favours to delve too deep into subplots and symbolism from what is essentially a kids' movie .",assumption,aljazeera,,,,,,,,,,,,,,,
But it's stereotypes in mass market entertainment - and particularly in movies aimed at children  - that can be most dangerous .,assumption,aljazeera,,,,,,,,,,,,,,,
